No errors
No warnings
531 ms
data source=metars
4855 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KLLJ 021755Z AUTO 30022G32KT 10SM FEW080 02/M16 A2962 RMK AO2 PK WND 31032/1740 WSHFT 1722 SLP016 60001 T00221161 10056 20011 53021,KLLJ,2018-04-02T17:55:00Z,44.52,-114.22,2.2,-16.1,300,22,32,10.0,29.619095,1001.6,,TRUE,TRUE,,,,,,,FEW,8000,,,,,,,VFR,2.1,5.6,1.1,,,,,,,,,SPECI,1536.0
KWWD 021755Z AUTO 01009KT 10SM OVC019 07/02 A3010 RMK AO2 SLP194 60000 T00670022 10072 20033 51006,KWWD,2018-04-02T17:55:00Z,39.02,-74.92,6.7,2.2,10,9,,10.0,30.100393,1019.4,,TRUE,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,0.6,7.2,3.3,,,,,,,,,SPECI,7.0
KTOA 021755Z VRB05KT 10SM BKN020 OVC025 17/11 A2990,KTOA,2018-04-02T17:55:00Z,33.78,-118.32,17.0,11.0,0,5,,10.0,29.899607,,,,,,,,,,,BKN,2000,OVC,2500,,,,,MVFR,,,,,,,,,,,,METAR,31.0
TXKF 021755Z 18004KT 140V240 9999 FEW021 BKN300 21/16 Q1020 ,TXKF,2018-04-02T17:55:00Z,32.37,-64.68,21.0,16.0,180,4,,6.21,30.11811,,,,,,,,,,,FEW,2100,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,6.0
KNFG 021755Z 11004KT 10SM SCT024 OVC033 16/11 A2990 RMK AO2 SLP125 T01610106 10161 20133 51004,KNFG,2018-04-02T17:55:00Z,33.28,-117.33,16.1,10.6,110,4,,10.0,29.899607,1012.5,,,TRUE,,,,,,,SCT,2400,OVC,3300,,,,,VFR,0.4,16.1,13.3,,,,,,,,,METAR,24.0
NZCM 021755Z AUTO 06006KT 9999 OVC065 M15/M21 A2974 RMK AO2 SLP076 T11471207 11139 21161 58002 $,NZCM,2018-04-02T17:55:00Z,-77.85,166.67,-14.7,-20.7,60,6,,6.21,29.740158,1007.6,,TRUE,TRUE,TRUE,,,,,,OVC,6500,,,,,,,VFR,-0.2,-13.9,-16.1,,,,,,,,,SPECI,8.0
KDLH 021755Z VRB05KT 10SM BKN055 OVC070 M02/M11 A2991 RMK AO2 SLP153 T10171111 11011 21094 50002,KDLH,2018-04-02T17:55:00Z,46.85,-92.2,-1.7,-11.1,0,5,,10.0,29.911417,1015.3,,,TRUE,,,,,,,BKN,5500,OVC,7000,,,,,VFR,0.2,-1.1,-9.4,,,,,,,,,METAR,435.0
KEAT 021755Z AUTO 31015G22KT 10SM CLR 07/M07 A2988 RMK AO2 SLP125 T00671072 10072 20000 53026,KEAT,2018-04-02T17:55:00Z,47.4,-120.2,6.7,-7.2,310,15,22,10.0,29.878937,1012.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,2.6,7.2,0.0,,,,,,,,,SPECI,377.0
KAAT 021755Z AUTO 29013G21KT 10SM CLR 07/M06 A2998 RMK AO2 SLP148 T00721061 10072 20011 53027,KAAT,2018-04-02T17:55:00Z,41.48,-120.57,7.2,-6.1,290,13,21,10.0,29.97933,1014.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,2.7,7.2,1.1,,,,,,,,,SPECI,1331.0
KADM 021755Z 00000KT 10SM OVC009 07/05 A2990,KADM,2018-04-02T17:55:00Z,34.28,-97.02,7.0,5.0,0,0,,10.0,29.899607,,,,,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,232.0
KANJ 021755Z AUTO 32008KT 10SM CLR 02/M11 A2997 RMK AO2 SLP157 T00221111 10022 21117 58005,KANJ,2018-04-02T17:55:00Z,46.47,-84.37,2.2,-11.1,320,8,,10.0,29.970472,1015.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.5,2.2,-11.7,,,,,,,,,SPECI,218.0
KAST 021755Z AUTO 30012KT 10SM SCT039 BKN055 09/02 A3012 RMK AO2 SLP199 60001 T00940022 10094 20033 51019,KAST,2018-04-02T17:55:00Z,46.15,-123.88,9.4,2.2,300,12,,10.0,30.121063,1019.9,,TRUE,TRUE,,,,,,,SCT,3900,BKN,5500,,,,,VFR,1.9,9.4,3.3,,,,,,,,,SPECI,3.0
KCAO 021755Z AUTO 24019G27KT 10SM CLR 22/M07 A2963 RMK AO2 PK WND 24027/1755 SLP006 T02221067 10228 20028 58022,KCAO,2018-04-02T17:55:00Z,36.45,-103.15,22.2,-6.7,240,19,27,10.0,29.630905,1000.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-2.2,22.8,2.8,,,,,,,,,SPECI,1514.0
KCMA 021755Z 00000KT 6SM HZ OVC023 16/09 A2990 RMK AO2 SLP134 T01560089 10156 20139 51005,KCMA,2018-04-02T17:55:00Z,34.22,-119.1,15.6,8.9,0,0,,6.0,29.899607,1013.4,,,TRUE,,,,,,HZ,OVC,2300,,,,,,,MVFR,0.5,15.6,13.9,,,,,,,,,SPECI,23.0
KCNK 021755Z AUTO 15017KT 10SM OVC011 00/M03 A2975 RMK AO2 SLP088 T00001033 10006 21044 58026,KCNK,2018-04-02T17:55:00Z,39.55,-97.65,0.0,-3.3,150,17,,10.0,29.749016,1008.8,,TRUE,TRUE,,,,,,,OVC,1100,,,,,,,MVFR,-2.6,0.6,-4.4,,,,,,,,,SPECI,447.0
KLIC 021755Z AUTO 25009G23KT 10SM CLR 21/M11 A2954 RMK AO2 SLP969 T02061111 10211 21078 58015,KLIC,2018-04-02T17:55:00Z,39.27,-103.67,20.6,-11.1,250,9,23,10.0,29.53937,996.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-1.5,21.1,-7.8,,,,,,,,,METAR,1630.0
KNKX 021755Z 18004KT 10SM OVC023 18/10 A2990 RMK AO2 SLP122 T01780100 10183 20156 50006,KNKX,2018-04-02T17:55:00Z,32.87,-117.13,17.8,10.0,180,4,,10.0,29.899607,1012.2,,,TRUE,,,,,,,OVC,2300,,,,,,,MVFR,0.6,18.3,15.6,,,,,,,,,METAR,146.0
KMKG 021755Z 23011KT 10SM FEW045 BKN250 03/M08 A3009 RMK AO2 SLP197 T00331083 10039 21061 56017,KMKG,2018-04-02T17:55:00Z,43.17,-86.23,3.3,-8.3,230,11,,10.0,30.088583,1019.7,,,TRUE,,,,,,,FEW,4500,BKN,25000,,,,,VFR,-1.7,3.9,-6.1,,,,,,,,,METAR,191.0
KUGN 021755Z 13009KT 10SM CLR 02/M08 A3007 RMK AO2 SLP196 T00171083 10022 21078 56016,KUGN,2018-04-02T17:55:00Z,42.42,-87.87,1.7,-8.3,130,9,,10.0,30.070866,1019.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-1.6,2.2,-7.8,,,,,,,,,METAR,222.0
KINL 021755Z AUTO VRB05KT 10SM CLR M08/M15 A2997 RMK AO2 SLP174 T10781150 11078 21106 50004,KINL,2018-04-02T17:55:00Z,48.57,-93.4,-7.8,-15.0,0,5,,10.0,29.970472,1017.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.4,-7.8,-10.6,,,,,,,,,METAR,360.0
KIRK 021755Z AUTO 15011KT 10SM OVC010 M02/M03 A2997 RMK AO2 SLP167 T10221033 11022 21128 58027,KIRK,2018-04-02T17:55:00Z,40.1,-92.55,-2.2,-3.3,150,11,,10.0,29.970472,1016.7,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,-2.7,-2.2,-12.8,,,,,,,,,SPECI,293.0
KPHP 021755Z AUTO 04014G21KT 10SM FEW031 BKN110 04/M04 A2957 RMK AO2 SLP025 T00391039 10044 21022 50006,KPHP,2018-04-02T17:55:00Z,44.05,-101.6,3.9,-3.9,40,14,21,10.0,29.568897,1002.5,,TRUE,TRUE,,,,,,,FEW,3100,BKN,11000,,,,,VFR,0.6,4.4,-2.2,,,,,,,,,METAR,672.0
KRNO 021755Z 31009G18KT 10SM BKN060 BKN110 BKN160 BKN220 14/01 A2988 RMK AO2 SLP084 ACSL ALQDS CLDS TPG MTNS DSNT SW T01440006 10144 20094 53005,KRNO,2018-04-02T17:55:00Z,39.5,-119.77,14.4,0.6,310,9,18,10.0,29.878937,1008.4,,,TRUE,,,,,,,BKN,6000,BKN,11000,BKN,16000,BKN,22000,VFR,0.5,14.4,9.4,,,,,,,,,METAR,1342.0
KSCK 021755Z 27011KT 10SM CLR 19/12 A2988 RMK AO2 SLP119 T01940117 10194 20117 50007,KSCK,2018-04-02T17:55:00Z,37.88,-121.22,19.4,11.7,270,11,,10.0,29.878937,1011.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,0.7,19.4,11.7,,,,,,,,,METAR,10.0
KGXA 021755Z AUTO 25013G21KT 10SM FEW180 20/03 A2981 RMK AO2 SLP047 WND DATA ESTMD T02010027 50000,KGXA,2018-04-02T17:55:00Z,34.57,-117.67,20.1,2.7,250,13,21,10.0,29.811024,1004.7,,TRUE,TRUE,,,,,,,FEW,18000,,,,,,,VFR,0.0,,,,,,,,,,,METAR,923.0
PACZ 021755Z AUTO 07014KT 10SM CLR 01/M12 A3053 RMK AO2 SLP345 T00061119 10043 21009 57004,PACZ,2018-04-02T17:55:00Z,61.78,-166.03,0.6,-11.9,70,14,,10.0,30.528543,1034.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.4,4.3,-0.9,,,,,,,,,METAR,146.0
KQZF 021755Z AUTO VRB02KT 9SM CLR 34/M10 A2977 RMK AO2 SLP054 WND DATA ESTMD T03361103 10384 20236 52011 $,KQZF,2018-04-02T17:55:00Z,,,33.6,-10.3,0,2,,9.0,29.769686,1005.4,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,1.1,38.4,23.6,,,,,,,,,METAR,
PAED 021755Z 33013KT 10SM CLR 00/M11 A3032 RMK SLP265 4/007 T00001114 10003 21020 57005,PAED,2018-04-02T17:55:00Z,61.25,-149.8,0.0,-11.4,330,13,,10.0,30.318897,1026.5,,,,,,,,,,CLR,,,,,,,,VFR,-0.5,0.3,-2.0,,,,,,,7.0,,SPECI,59.0
PALU 021755Z AUTO 23014G21KT 10SM CLR M03/M11 A3063 RMK AO2 PK WND 20026/1701 SLP371 T10291114 11027 21052 57007,PALU,2018-04-02T17:55:00Z,68.88,-166.1,-2.9,-11.4,230,14,21,10.0,30.628937,1037.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.7,-2.7,-5.2,,,,,,,,,METAR,3.0
KJQF 021755Z 25005KT 10SM CLR 26/04 A2998,KJQF,2018-04-02T17:55:00Z,35.38,-80.72,26.0,4.0,250,5,,10.0,29.97933,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,210.0
KH78 021755Z 18004KT 12SM FEW035 29/22 A2884 RMK SEAS 1-2,KH78,2018-04-02T17:55:00Z,28.18,-88.48,29.0,22.0,180,4,,12.0,28.839567,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,SPECI,43.0
KMWN 021754Z 28017G21KT 100SM SCT010 M10/M14 RMK 60000 4/006 931000 11094 21160,KMWN,2018-04-02T17:54:00Z,44.27,-71.3,-10.0,-14.0,280,17,21,99.0,,,,,,,,,,,,SCT,1000,,,,,,,VFR,,-9.4,-16.0,,,,,,,6.0,,SPECI,1910.0
PTTP 021754Z 12003KT 15SM SCT018 SCT130 OVC300 25/24 A2979 RMK SLP086 60002 8/171 T02500241 10260 20250 55002,PTTP,2018-04-02T17:54:00Z,6.97,158.22,25.0,24.1,120,3,,15.0,29.790354,1008.6,,,,,,,,,,SCT,1800,SCT,13000,OVC,30000,,,VFR,-0.2,26.0,25.0,,,,,0.02,,,,METAR,2.0
KMTP 021754Z AUTO 03008KT 04/01 A3011 RMK AO1 SLP195 60030 T00390011 10039 20011 56013 $,KMTP,2018-04-02T17:54:00Z,41.07,-71.92,3.9,1.1,30,8,,,30.109253,1019.5,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,-1.3,3.9,1.1,,,,,,,,,SPECI,2.0
KOLM 021754Z 27011G16KT 10SM SCT039 08/M01 A3006 RMK AO2 SLP181 T00831006 10083 20011 51020,KOLM,2018-04-02T17:54:00Z,46.97,-122.9,8.3,-0.6,270,11,16,10.0,30.059055,1018.1,,,TRUE,,,,,,,SCT,3900,,,,,,,VFR,2.0,8.3,1.1,,,,,,,,,SPECI,58.0
KOLS 021754Z AUTO 19016G20KT 10SM CLR 24/M06 A2993 RMK AO2 SLP084 T02391061 10244 20067 58003,KOLS,2018-04-02T17:54:00Z,31.42,-110.85,23.9,-6.1,190,16,20,10.0,29.929134,1008.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.3,24.4,6.7,,,,,,,,,SPECI,1184.0
PKMR 021754Z COR 12004KT 15SM FEW015 SCT050 BKN300 27/21 A2978 RMK SLP086 8/801 T02720214 10275 20267 53007,PKMR,2018-04-02T17:54:00Z,7.08,171.38,27.2,21.4,120,4,,15.0,29.778543,1008.6,TRUE,,,,,,,,,FEW,1500,SCT,5000,BKN,30000,,,VFR,0.7,27.5,26.7,,,,,,,,,METAR,4.0
K1V4 021754Z AUTO 04/M12 A3003 RMK AO1 SLP179 T00441122 10050 21028 56012,K1V4,2018-04-02T17:54:00Z,44.42,-72.02,4.4,-12.2,,,,,30.029528,1017.9,,TRUE,TRUE,,,,,,,,,,,,,,,,-1.2,5.0,-2.8,,,,,,,,,METAR,210.0
KORH 021754Z 29007KT 10SM OVC019 01/M03 A3006 RMK AO2 SNE18 SLP193 P0000 60019 T00061033 10006 21028 56016,KORH,2018-04-02T17:54:00Z,42.27,-71.87,0.6,-3.3,290,7,,10.0,30.059055,1019.3,,,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,-1.6,0.6,-2.8,,,0.005,,,,,,SPECI,304.0
KDSM 021754Z 16019KT 10SM FEW034 FEW150 OVC250 04/M05 A2990 RMK AO2 PK WND 13026/1733 SLP134 T00391050 10039 21067 58032,KDSM,2018-04-02T17:54:00Z,41.53,-93.67,3.9,-5.0,160,19,,10.0,29.899607,1013.4,,,TRUE,,,,,,,FEW,3400,FEW,15000,OVC,25000,,,VFR,-3.2,3.9,-6.7,,,,,,,,,SPECI,295.0
KDYL 021754Z AUTO 36004KT 10SM OVC016 03/00 A3012 RMK AO2 SLP204 60023 T00330000 10033 20000 58001,KDYL,2018-04-02T17:54:00Z,40.33,-75.12,3.3,0.0,360,4,,10.0,30.121063,1020.4,,TRUE,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,-0.1,3.3,0.0,,,,,,,,,SPECI,117.0
KDSV 021754Z AUTO 00000KT 10SM CLR 07/M09 A3007 RMK AO2 SLP198 T00721089 10078 21028 58010,KDSV,2018-04-02T17:54:00Z,42.57,-77.72,7.2,-8.9,0,0,,10.0,30.070866,1019.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-1.0,7.8,-2.8,,,,,,,,,SPECI,198.0
KECG 021754Z 02014KT 10SM FEW045 20/12 A3000 RMK AO2 SLP157 T02000117 10244 20161 53009,KECG,2018-04-02T17:54:00Z,36.27,-76.18,20.0,11.7,20,14,,10.0,30.0,1015.7,,,TRUE,,,,,,,FEW,4500,,,,,,,VFR,0.9,24.4,16.1,,,,,,,,,SPECI,11.0
KEUG 021754Z 08004KT 10SM SCT035 BKN047 07/02 A3018 RMK AO2 SLP223 T00720022 10078 20000 51013,KEUG,2018-04-02T17:54:00Z,44.13,-123.22,7.2,2.2,80,4,,10.0,30.180119,1022.3,,,TRUE,,,,,,,SCT,3500,BKN,4700,,,,,VFR,1.3,7.8,0.0,,,,,,,,,SPECI,114.0
KEVV 021754Z 06006KT 10SM OVC016 06/03 A3005 RMK AO2 SLP179 T00610033 10067 20022 58020,KEVV,2018-04-02T17:54:00Z,38.05,-87.52,6.1,3.3,60,6,,10.0,30.050198,1017.9,,,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,-2.0,6.7,2.2,,,,,,,,,SPECI,117.0
KEWN 021754Z 26008KT 220V280 10SM CLR 28/11 A2997 RMK AO2 SLP147 T02780111 10278 20156 56017,KEWN,2018-04-02T17:54:00Z,35.07,-77.05,27.8,11.1,260,8,,10.0,29.970472,1014.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-1.7,27.8,15.6,,,,,,,,,SPECI,3.0
KFIG 021754Z AUTO 20006KT 10SM SCT033 04/M02 A3006 RMK AO2 SLP193 T00441022 10050 21017 58012,KFIG,2018-04-02T17:54:00Z,41.05,-78.42,4.4,-2.2,200,6,,10.0,30.059055,1019.3,,TRUE,TRUE,,,,,,,SCT,3300,,,,,,,VFR,-1.2,5.0,-1.7,,,,,,,,,SPECI,462.0
PAKN 021754Z 01007KT 10SM CLR M02/M06 A3029 RMK AO2 SLP260 T10171056 11017 21044 56004,PAKN,2018-04-02T17:54:00Z,58.68,-156.65,-1.7,-5.6,10,7,,10.0,30.28937,1026.0,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.4,-1.7,-4.4,,,,,,,,,SPECI,17.0
KLBT 021754Z AUTO 23012G17KT 10SM CLR 28/09 A2996 RMK AO2 SLP144 T02780094 10278 20150 58015,KLBT,2018-04-02T17:54:00Z,34.6,-79.07,27.8,9.4,230,12,17,10.0,29.958662,1014.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-1.5,27.8,15.0,,,,,,,,,SPECI,37.0
KLEX 021754Z 05009KT 10SM OVC012 07/04 A3007 RMK AO2 SLP185 T00720039 10072 20028 58008,KLEX,2018-04-02T17:54:00Z,38.03,-84.6,7.2,3.9,50,9,,10.0,30.070866,1018.5,,,TRUE,,,,,,,OVC,1200,,,,,,,MVFR,-0.8,7.2,2.8,,,,,,,,,SPECI,300.0
KLWM 021754Z 29006KT 10SM OVC019 03/M02 A3013 RMK AO2 SNE07 SLP203 P0000 60001 T00281022 10028 20000 56016,KLWM,2018-04-02T17:54:00Z,42.72,-71.13,2.8,-2.2,290,6,,10.0,30.129921,1020.3,,,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,-1.6,2.8,0.0,,,0.005,,,,,,SPECI,54.0
KLNK 021754Z 13012KT 10SM OVC011 M01/M05 A2982 RMK AO2 SLP112 60000 T10111050 11011 21061 56025,KLNK,2018-04-02T17:54:00Z,40.85,-96.77,-1.1,-5.0,130,12,,10.0,29.819881,1011.2,,,TRUE,,,,,,,OVC,1100,,,,,,,MVFR,-2.5,-1.1,-6.1,,,,,,,,,SPECI,364.0
KLYH 021754Z 06009KT 10SM SCT026 OVC110 15/07 A3003 RMK AO2 SLP167 6//// T01500067 10150 20094 50003 $,KLYH,2018-04-02T17:54:00Z,37.32,-79.2,15.0,6.7,60,9,,10.0,30.029528,1016.7,,,TRUE,TRUE,,,,,,SCT,2600,OVC,11000,,,,,VFR,0.3,15.0,9.4,,,,,,,,,SPECI,295.0
KMEM 021754Z 14005KT 10SM OVC014 12/08 A2998 RMK AO2 SLP150 60000 T01170078 10117 20072 58016,KMEM,2018-04-02T17:54:00Z,35.07,-89.98,11.7,7.8,140,5,,10.0,29.97933,1015.0,,,TRUE,,,,,,,OVC,1400,,,,,,,MVFR,-1.6,11.7,7.2,,,,,,,,,SPECI,86.0
KMFI 021754Z AUTO 15006KT 10SM BKN070 01/M08 A2997 RMK AO2 SLP167 T00061078 10011 21100 58005 TSNO,KMFI,2018-04-02T17:54:00Z,44.63,-90.18,0.6,-7.8,150,6,,10.0,29.970472,1016.7,,TRUE,TRUE,,,TRUE,,,,BKN,7000,,,,,,,VFR,-0.5,1.1,-10.0,,,,,,,,,SPECI,389.0
KMKC 021754Z 12008KT 5SM HZ OVC007 M01/M03 A2991 RMK AO2 SLP135 60000 T10061033 11006 21044 58028,KMKC,2018-04-02T17:54:00Z,39.12,-94.6,-0.6,-3.3,120,8,,5.0,29.911417,1013.5,,,TRUE,,,,,,HZ,OVC,700,,,,,,,IFR,-2.8,-0.6,-4.4,,,,,,,,,SPECI,227.0
KMIV 021754Z AUTO 01010G14KT 10SM OVC016 06/01 A3011 RMK AO2 SLP196 60000 T00560011 10056 20022 51009,KMIV,2018-04-02T17:54:00Z,39.37,-75.08,5.6,1.1,10,10,14,10.0,30.109253,1019.6,,TRUE,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,0.9,5.6,2.2,,,,,,,,,SPECI,23.0
KMGJ 021754Z AUTO 00000KT 10SM 03/M03 A3011 RMK AO2 SLP200 6//// T00281028 56015 $,KMGJ,2018-04-02T17:54:00Z,41.52,-74.27,2.8,-2.8,0,0,,10.0,30.109253,1020.0,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,-1.5,,,,,,,,,,,SPECI,108.0
KMOT 021754Z 06011KT 10SM CLR M09/M15 A2992 RMK AO2 SLP168 T10941150 11094 21144 52006,KMOT,2018-04-02T17:54:00Z,48.25,-101.27,-9.4,-15.0,60,11,,10.0,29.920275,1016.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,0.6,-9.4,-14.4,,,,,,,,,SPECI,519.0
KMRY 021754Z 22008KT 10SM OVC013 13/09 A2997 RMK AO2 SLP160 T01330094 10133 20117 51007,KMRY,2018-04-02T17:54:00Z,36.58,-121.85,13.3,9.4,220,8,,10.0,29.970472,1016.0,,,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,0.7,13.3,11.7,,,,,,,,,SPECI,66.0
KMVL 021754Z AUTO VRB05KT 10SM SCT060 03/M10 A3007 RMK AO2 SLP191 T00331100 10039 21039 56008,KMVL,2018-04-02T17:54:00Z,44.53,-72.62,3.3,-10.0,0,5,,10.0,30.070866,1019.1,,TRUE,TRUE,,,,,,,SCT,6000,,,,,,,VFR,-0.8,3.9,-3.9,,,,,,,,,SPECI,234.0
KSBN 021754Z 15009KT 10SM CLR 04/M09 A3009 RMK AO2 SLP197 T00391089 10039 21067 58020 $,KSBN,2018-04-02T17:54:00Z,41.7,-86.32,3.9,-8.9,150,9,,10.0,30.088583,1019.7,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,-2.0,3.9,-6.7,,,,,,,,,SPECI,237.0
KSJN 021754Z AUTO 25022G27KT 10SM CLR 19/M15 A2989 RMK AO2 PK WND 24027/1753 SLP054 T01891150 10194 20017 58013 TSNO,KSJN,2018-04-02T17:54:00Z,34.52,-109.38,18.9,-15.0,250,22,27,10.0,29.890747,1005.4,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,-1.3,19.4,1.7,,,,,,,,,SPECI,1745.0
KSLC 021754Z 17009KT 10SM FEW080 BKN110 OVC170 17/M01 A2962 RMK AO2 SLP994 VIRGA DSNT ALQDS ACSL DSNT S T01721006 10172 20122 58009,KSLC,2018-04-02T17:54:00Z,40.77,-111.97,17.2,-0.6,170,9,,10.0,29.619095,999.4,,,TRUE,,,,,,,FEW,8000,BKN,11000,OVC,17000,,,VFR,-0.9,17.2,12.2,,,,,,,,,SPECI,1286.0
KSUS 021754Z 10007KT 10SM OVC013 02/M01 A3000 RMK AO2 SLPNO 6//// T00171011,KSUS,2018-04-02T17:54:00Z,38.65,-90.65,1.7,-1.1,100,7,,10.0,30.0,,,,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,SPECI,141.0
KTAD 021754Z AUTO VRB04KT 10SM CLR 22/M08 A2963 RMK AO2 SLP980 T02171083 10217 20028 58020,KTAD,2018-04-02T17:54:00Z,37.27,-104.33,21.7,-8.3,0,4,,10.0,29.630905,998.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-2.0,21.7,2.8,,,,,,,,,SPECI,1756.0
KSYR 021754Z VRB03KT 10SM FEW055 06/M08 A3010 RMK AO2 SLP194 T00561078 10061 21011 58009,KSYR,2018-04-02T17:54:00Z,43.12,-76.1,5.6,-7.8,0,3,,10.0,30.100393,1019.4,,,TRUE,,,,,,,FEW,5500,,,,,,,VFR,-0.9,6.1,-1.1,,,,,,,,,METAR,127.0
KTQE 021754Z AUTO 15016KT 10SM OVC020 00/M05 A2981 RMK AO2 PRESFR SLP103 T00001050 10000 21056 58026,KTQE,2018-04-02T17:54:00Z,41.77,-96.18,0.0,-5.0,150,16,,10.0,29.811024,1010.3,,TRUE,TRUE,,,,,,,OVC,2000,,,,,,,MVFR,-2.6,0.0,-5.6,,,,,,,,,SPECI,312.0
KUZA 021754Z AUTO 26009G19KT CLR 26/06 A2997 RMK AO2 SLP138 T02610061 10267 20150 58006 $,KUZA,2018-04-02T17:54:00Z,34.98,-81.05,26.1,6.1,260,9,19,,29.970472,1013.8,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,,-0.6,26.7,15.0,,,,,,,,,SPECI,202.0
KVAY 021754Z AUTO 01009KT 10SM OVC016 04/02 A3013 RMK AO2 SLP203 60007 I6000 T00440017 10044 20006 55001,KVAY,2018-04-02T17:54:00Z,39.93,-74.83,4.4,1.7,10,9,,10.0,30.129921,1020.3,,TRUE,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,-0.1,4.4,0.6,,,,,,,,,SPECI,15.0
KVSF 021754Z AUTO VRB03KT 10SM SCT065 05/M10 A3006 RMK AO2 SLP184 T00501100 10061 21011 56018,KVSF,2018-04-02T17:54:00Z,43.35,-72.52,5.0,-10.0,0,3,,10.0,30.059055,1018.4,,TRUE,TRUE,,,,,,,SCT,6500,,,,,,,VFR,-1.8,6.1,-1.1,,,,,,,,,SPECI,175.0
KVTA 021754Z AUTO 00000KT 10SM OVC018 04/M01 A3011 RMK AO2 SLP204 T00391011 10039 20000 58008,KVTA,2018-04-02T17:54:00Z,40.02,-82.47,3.9,-1.1,0,0,,10.0,30.109253,1020.4,,TRUE,TRUE,,,,,,,OVC,1800,,,,,,,MVFR,-0.8,3.9,0.0,,,,,,,,,SPECI,268.0
KWLD 021754Z AUTO 16009KT 10SM OVC017 04/00 A2983 RMK AO2 SLP110 T00390000 10044 21022 58035,KWLD,2018-04-02T17:54:00Z,37.17,-97.03,3.9,0.0,160,9,,10.0,29.828741,1011.0,,TRUE,TRUE,,,,,,,OVC,1700,,,,,,,MVFR,-3.5,4.4,-2.2,,,,,,,,,SPECI,350.0
KWAL 021754Z AUTO 01010KT 10SM OVC016 09/04 A3009 RMK AO2 SLP184 60000 T00940044 10122 20083 $,KWAL,2018-04-02T17:54:00Z,37.93,-75.47,9.4,4.4,10,10,,10.0,30.088583,1018.4,,TRUE,TRUE,TRUE,,,,,,OVC,1600,,,,,,,MVFR,,12.2,8.3,,,,,,,,,SPECI,14.0
PAHN 021754Z AUTO 29011G18KT 10SM BKN075 OVC120 02/M13 A3013 RMK AO2 SLP206 T00171128 10022 21022 58005 TSNO,PAHN,2018-04-02T17:54:00Z,59.25,-135.52,1.7,-12.8,290,11,18,10.0,30.129921,1020.6,,TRUE,TRUE,,,TRUE,,,,BKN,7500,OVC,12000,,,,,VFR,-0.5,2.2,-2.2,,,,,,,,,SPECI,5.0
